종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"089470","HDC현대EP","71367211","71367211","0","393.0","393.0","0.0"
"294870","HDC현대산업개발","257630153","257630153","0","5509.0","5509.0","0.0"
"011200","HMM","1163048258","1163048258","0","9857.0","9857.0","0.0"
"082740","HSD엔진","233291755","233291755","0","1361.0","1361.0","0.0"
"003560","IHQ","444484206","444484206","0","696.0","696.0","0.0"
"175330","JB금융지주","108125158","108125158","0","537.0","537.0","0.0"
"234080","JW생명과학","54716158","54716158","0","1067.0","1067.0","0.0"
"001060","JW중외제약","132213231","132213231","0","4619.0","4619.0","0.0"
"001067","JW중외제약2우B","3513672","3513672","0","254.0","254.0","0.0"
"001065","JW중외제약우","10387031","10387031","0","662.0","662.0","0.0"
"096760","JW홀딩스","166291414","166291414","0","977.0","977.0","0.0"
"105560","KB금융","524772226","524772226","0","19861.0","19861.0","0.0"
"002380","KCC","15634229","15634229","0","2469.0","2469.0","0.0"
"009070","KCTC","193489976","193489976","0","680.0","680.0","0.0"
"009440","KC그린홀딩스","77945564","77945564","0","361.0","361.0","0.0"
"119650","KC코트렐","349039380","349039380","0","3055.0","3055.0","0.0"
"092220","KEC","3128675188","3128675188","0","6923.0","6923.0","0.0"
"016380","KG동부제철","51925514","51925514","0","618.0","618.0","0.0"
"016385","KG동부제철우","676346","676346","0","90.0","90.0","0.0"
"001390","KG케미칼","73199526","73199526","0","1313.0","1313.0","0.0"
"001940","KISCO홀딩스","4984117","4984117","0","61.0","61.0","0.0"
"025000","KPX케미칼","3696781","3696781","0","196.0","196.0","0.0"
"092230","KPX홀딩스","10746696","10746696","0","815.0","815.0","0.0"
"000040","KR모터스","648309330","648309330","0","603.0","603.0","0.0"
"044450","KSS해운","27920424","27920424","0","261.0","261.0","0.0"
"030200","KT","256907557","256907557","0","6063.0","6063.0","0.0"
"033780","KT&G","125905366","125905366","0","10509.0","10509.0","0.0"
"030210","KTB투자증권","88865190","88865190","0","227.0","227.0","0.0"
"058850","KTcs","215005981","215005981","0","430.0","430.0","0.0"
"058860","KTis","69434794","69434794","0","163.0","163.0","0.0"
"093050","LF","37017000","37017000","0","505.0","505.0","0.0"
"003550","LG","97214046","97214046","0","7160.0","7160.0","0.0"
"034220","LG디스플레이","776615879","776615879","0","11004.0","11004.0","0.0"
"001120","LG상사","91204687","91204687","0","1481.0","1481.0","0.0"
"051900","LG생활건강","10382465","10382465","0","14138.0","14138.0","0.0"
"051905","LG생활건강우","1133254","1133254","0","805.0","805.0","0.0"
"003555","LG우","6367484","6367484","0","368.0","368.0","0.0"
"032640","LG유플러스","580927735","580927735","0","7123.0","7123.0","0.0"
"011070","LG이노텍","67972899","67972899","0","10024.0","10024.0","0.0"
"066570","LG전자","310641270","310641270","0","25903.0","25903.0","0.0"
"066575","LG전자우","51577736","51577736","0","2226.0","2226.0","0.0"
"108670","LG하우시스","19302538","19302538","0","1177.0","1177.0","0.0"
"108675","LG하우시스우","3399191","3399191","0","103.0","103.0","0.0"
"037560","LG헬로비전","59157408","59157408","0","242.0","242.0","0.0"
"051910","LG화학","145818227","145818227","0","77718.0","77718.0","0.0"
"051915","LG화학우","17913738","17913738","0","5212.0","5212.0","0.0"
"079550","LIG넥스원","37922805","37922805","0","1117.0","1117.0","0.0"
"006260","LS","54269431","54269431","0","2756.0","2756.0","0.0"
"010120","LS ELECTRIC","37032107","37032107","0","1922.0","1922.0","0.0"
"000680","LS네트웍스","59291072","59291072","0","154.0","154.0","0.0"
"229640","LS전선아시아","65004668","65004668","0","501.0","501.0","0.0"
"023150","MH에탄올","189183676","189183676","0","1767.0","1767.0","0.0"
"035420","NAVER","213222505","213222505","0","53869.0","53869.0","0.0"
"181710","NHN","31323158","31323158","0","2457.0","2457.0","0.0"
"005940","NH투자증권","368349874","368349874","0","3565.0","3565.0","0.0"
"005945","NH투자증권우","33735350","33735350","0","269.0","269.0","0.0"
"338100","NH프라임리츠","19039606","19039606","0","92.0","92.0","0.0"
"034310","NICE","17478297","17478297","0","346.0","346.0","0.0"
"008260","NI스틸","118330808","118330808","0","276.0","276.0","0.0"
"004250","NPC","16689041","16689041","0","56.0","56.0","0.0"
"004255","NPC우","2268747","2268747","0","5.0","5.0","0.0"
"010060","OCI","117780374","117780374","0","6844.0","6844.0","0.0"
"005490","POSCO","98430516","98430516","0","19692.0","19692.0","0.0"
"100840","S&TC","5560096","5560096","0","86.0","86.0","0.0"
"064960","S&T모티브","18531071","18531071","0","809.0","809.0","0.0"
"003570","S&T중공업","32956470","32956470","0","181.0","181.0","0.0"
"036530","S&T홀딩스","2708795","2708795","0","39.0","39.0","0.0"
"010950","S-Oil","137415426","137415426","0","9098.0","9098.0","0.0"
"010955","S-Oil우","4625273","4625273","0","172.0","172.0","0.0"
"034120","SBS","37735969","37735969","0","707.0","707.0","0.0"
"101060","SBS미디어홀딩스","62111852","62111852","0","123.0","123.0","0.0"
"005090","SGC에너지","9742360","9742360","0","345.0","345.0","0.0"
"004060","SG세계물산","887451248","887451248","0","641.0","641.0","0.0"
"001380","SG충방","405933852","405933852","0","767.0","767.0","0.0"
"002360","SH에너지화학","1338396382","1338396382","0","1554.0","1554.0","0.0"
"009160","SIMPAC","22061225","22061225","0","55.0","55.0","0.0"
"123700","SJM","10000109","10000109","0","30.0","30.0","0.0"
"025530","SJM홀딩스","3430937","3430937","0","9.0","9.0","0.0"
"034730","SK","100833671","100833671","0","24004.0","24004.0","0.0"
"011790","SKC","108417819","108417819","0","7231.0","7231.0","0.0"
"018670","SK가스","5430025","5430025","0","514.0","514.0","0.0"
"001740","SK네트웍스","260315714","260315714","0","1306.0","1306.0","0.0"
"001745","SK네트웍스우","2838813","2838813","0","494.0","494.0","0.0"
"006120","SK디스커버리","141813532","141813532","0","7148.0","7148.0","0.0"
"006125","SK디스커버리우","40324299","40324299","0","1700.0","1700.0","0.0"
"210980","SK디앤디","30735690","30735690","0","1213.0","1213.0","0.0"
"068400","SK렌터카","32433450","32433450","0","309.0","309.0","0.0"
"326030","SK바이오팜","86407174","86407174","0","16393.0","16393.0","0.0"
"03473K","SK우","10991721","10991721","0","2982.0","2982.0","0.0"
"096770","SK이노베이션","234047641","234047641","0","31622.0","31622.0","0.0"
"096775","SK이노베이션우","11079860","11079860","0","1410.0","1410.0","0.0"
"001510","SK증권","4085225283","4085225283","0","3664.0","3664.0","0.0"
"001515","SK증권우","197075311","197075311","0","1477.0","1477.0","0.0"
"285130","SK케미칼","171454381","171454381","0","36174.0","36174.0","0.0"
"28513K","SK케미칼우","54431206","54431206","0","5198.0","5198.0","0.0"
"017670","SK텔레콤","87429822","87429822","0","19399.0","19399.0","0.0"
"000660","SK하이닉스","1027573675","1027573675","0","90633.0","90633.0","0.0"
"005610","SPC삼립","4155821","4155821","0","283.0","283.0","0.0"
"011810","STX","38563855","38563855","0","256.0","256.0","0.0"
"077970","STX엔진","30206385","30206385","0","216.0","216.0","0.0"
"071970","STX중공업","145038401","145038401","0","548.0","548.0","0.0"
"084870","TBH글로벌","67206839","67206839","0","129.0","129.0","0.0"
"002710","TCC스틸","393407290","393407290","0","1565.0","1565.0","0.0"
"024070","WISCOM","12764834","12764834","0","31.0","31.0","0.0"
"037270","YG PLUS","1013575271","1013575271","0","4583.0","4583.0","0.0"
"000500","가온전선","5215137","5215137","0","117.0","117.0","0.0"
"000860","강남제비스코","4102783","4102783","0","72.0","72.0","0.0"
"035250","강원랜드","194918952","194918952","0","4523.0","4523.0","0.0"
"011420","갤럭시아에스엠","67035122","67035122","0","102.0","102.0","0.0"
"002100","경농","110644236","110644236","0","1528.0","1528.0","0.0"
"009450","경동나비엔","18700600","18700600","0","895.0","895.0","0.0"
"267290","경동도시가스","5475305","5475305","0","103.0","103.0","0.0"
"012320","경동인베스트","1490558","1490558","0","42.0","42.0","0.0"
"000050","경방","19147519","19147519","0","218.0","218.0","0.0"
"214390","경보제약","171293622","171293622","0","2530.0","2530.0","0.0"
"012610","경인양행","240859106","240859106","0","1995.0","1995.0","0.0"
"009140","경인전자","982240","982240","0","22.0","22.0","0.0"
"013580","계룡건설","32532680","32532680","0","791.0","791.0","0.0"
"012200","계양전기","234648597","234648597","0","844.0","844.0","0.0"
"012205","계양전기우","27387035","27387035","0","231.0","231.0","0.0"
"004200","고려개발","3611273","3611273","0","30.0","30.0","0.0"
"002140","고려산업","607635080","607635080","0","2461.0","2461.0","0.0"
"010130","고려아연","13658408","13658408","0","5368.0","5368.0","0.0"
"002240","고려제강","16033243","16033243","0","267.0","267.0","0.0"
"009290","광동제약","360664626","360664626","0","3666.0","3666.0","0.0"
"017040","광명전기","119791127","119791127","0","233.0","233.0","0.0"
"017900","광전자","180083623","180083623","0","453.0","453.0","0.0"
"037710","광주신세계","424709","424709","0","65.0","65.0","0.0"
"030610","교보증권","33940062","33940062","0","238.0","238.0","0.0"
"339770","교촌에프앤비","83255838","83255838","0","2447.0","2447.0","0.0"
"007690","국도화학","5091116","5091116","0","234.0","234.0","0.0"
"005320","국동","954994572","954994572","0","2547.0","2547.0","0.0"
"001140","국보","443830964","443830964","0","999.0","999.0","0.0"
"002720","국제약품","755443576","755443576","0","6720.0","6720.0","0.0"
"083420","그린케미칼","157949310","157949310","0","1257.0","1257.0","0.0"
"014530","극동유화","279221268","279221268","0","1249.0","1249.0","0.0"
"014280","금강공업","45010080","45010080","0","173.0","173.0","0.0"
"014285","금강공업우","31068760","31068760","0","466.0","466.0","0.0"
"008870","금비","1451502","1451502","0","101.0","101.0","0.0"
"001570","금양","197174588","197174588","0","909.0","909.0","0.0"
"002990","금호산업","91963283","91963283","0","789.0","789.0","0.0"
"002995","금호산업우","5070913","5070913","0","200.0","200.0","0.0"
"011780","금호석유","60869683","60869683","0","6131.0","6131.0","0.0"
"011785","금호석유우","8546549","8546549","0","348.0","348.0","0.0"
"214330","금호에이치티","1232273562","1232273562","0","4257.0","4257.0","0.0"
"001210","금호전기","35555668","35555668","0","131.0","131.0","0.0"
"073240","금호타이어","152813734","152813734","0","527.0","527.0","0.0"
"092440","기신정기","30800100","30800100","0","113.0","113.0","0.0"
"000270","기아차","521385426","521385426","0","21883.0","21883.0","0.0"
"024110","기업은행","571476210","571476210","0","4915.0","4915.0","0.0"
"013700","까뮤이앤씨","1463185961","1463185961","0","2975.0","2975.0","0.0"
"004540","깨끗한나라","330027019","330027019","0","1304.0","1304.0","0.0"
"004545","깨끗한나라우","12783097","12783097","0","328.0","328.0","0.0"
"001260","남광토건","32670454","32670454","0","409.0","409.0","0.0"
"008350","남선알미늄","3397657692","3397657692","0","17855.0","17855.0","0.0"
"008355","남선알미우","14915721","14915721","0","876.0","876.0","0.0"
"004270","남성","950090037","950090037","0","3502.0","3502.0","0.0"
"003920","남양유업","658720","658720","0","203.0","203.0","0.0"
"003925","남양유업우","654914","654914","0","116.0","116.0","0.0"
"025860","남해화학","78196423","78196423","0","626.0","626.0","0.0"
"005720","넥센","17071496","17071496","0","73.0","73.0","0.0"
"005725","넥센우","8545782","8545782","0","29.0","29.0","0.0"
"002350","넥센타이어","84445605","84445605","0","484.0","484.0","0.0"
"002355","넥센타이어1우B","6281416","6281416","0","15.0","15.0","0.0"
"003580","넥스트사이언스","139902098","139902098","0","911.0","911.0","0.0"
"251270","넷마블","122592371","122592371","0","15819.0","15819.0","0.0"
"090350","노루페인트","54220118","54220118","0","432.0","432.0","0.0"
"090355","노루페인트우","12460398","12460398","0","184.0","184.0","0.0"
"000320","노루홀딩스","4758613","4758613","0","49.0","49.0","0.0"
"000325","노루홀딩스우","713821","713821","0","13.0","13.0","0.0"
"006280","녹십자","77568476","77568476","0","21068.0","21068.0","0.0"
"005250","녹십자홀딩스","169444368","169444368","0","5847.0","5847.0","0.0"
"005257","녹십자홀딩스2우","7856987","7856987","0","1155.0","1155.0","0.0"
"004370","농심","9701678","9701678","0","2996.0","2996.0","0.0"
"072710","농심홀딩스","1113451","1113451","0","85.0","85.0","0.0"
"058730","다스코","35478990","35478990","0","206.0","206.0","0.0"
"023590","다우기술","105763757","105763757","0","2188.0","2188.0","0.0"
"019680","대교","70142193","70142193","0","336.0","336.0","0.0"
"019685","대교우B","30121048","30121048","0","83.0","83.0","0.0"
"006370","대구백화점","7896305","7896305","0","61.0","61.0","0.0"
"008060","대덕","127755483","127755483","0","973.0","973.0","0.0"
"00806K","대덕1우","17883507","17883507","0","165.0","165.0","0.0"
"353200","대덕전자","309735287","309735287","0","3608.0","3608.0","0.0"
"35320K","대덕전자1우","40400897","40400897","0","333.0","333.0","0.0"
"000490","대동공업","71265293","71265293","0","468.0","468.0","0.0"
"008110","대동전자","5039689","5039689","0","21.0","21.0","0.0"
"005750","대림B&Co","14614646","14614646","0","70.0","70.0","0.0"
"001880","대림건설","20688046","20688046","0","525.0","525.0","0.0"
"000210","대림산업","87876076","87876076","0","7236.0","7236.0","0.0"
"000215","대림산업우","7750191","7750191","0","332.0","332.0","0.0"
"006570","대림통상","1029873","1029873","0","4.0","4.0","0.0"
"001680","대상","64626202","64626202","0","1585.0","1585.0","0.0"
"001685","대상우","3024004","3024004","0","46.0","46.0","0.0"
"084690","대상홀딩스","66837370","66837370","0","565.0","565.0","0.0"
"084695","대상홀딩스우","2987504","2987504","0","21.0","21.0","0.0"
"128820","대성산업","87646478","87646478","0","336.0","336.0","0.0"
"117580","대성에너지","30522019","30522019","0","173.0","173.0","0.0"
"016710","대성홀딩스","22181203","22181203","0","362.0","362.0","0.0"
"003540","대신증권","43213433","43213433","0","469.0","469.0","0.0"
"003547","대신증권2우B","9543151","9543151","0","85.0","85.0","0.0"
"003545","대신증권우","28270067","28270067","0","264.0","264.0","0.0"
"009190","대양금속","591829327","591829327","0","2661.0","2661.0","0.0"
"014160","대영포장","2202332306","2202332306","0","3167.0","3167.0","0.0"
"047040","대우건설","641361739","641361739","0","2428.0","2428.0","0.0"
"009320","대우부품","993651682","993651682","0","2619.0","2619.0","0.0"
"042660","대우조선해양","114571550","114571550","0","2697.0","2697.0","0.0"
"003090","대웅","403777526","403777526","0","13667.0","13667.0","0.0"
"069620","대웅제약","90555758","90555758","0","12159.0","12159.0","0.0"
"000430","대원강업","48707530","48707530","0","192.0","192.0","0.0"
"006340","대원전선","215011431","215011431","0","220.0","220.0","0.0"
"006345","대원전선우","42652375","42652375","0","158.0","158.0","0.0"
"003220","대원제약","155969397","155969397","0","3249.0","3249.0","0.0"
"024890","대원화성","136562912","136562912","0","243.0","243.0","0.0"
"002880","대유에이텍","182320840","182320840","0","157.0","157.0","0.0"
"000300","대유플러스","480724868","480724868","0","421.0","421.0","0.0"
"012800","대창","765365687","765365687","0","1003.0","1003.0","0.0"
"015230","대창단조","5382347","5382347","0","106.0","106.0","0.0"
"001070","대한방직","2428989","2428989","0","68.0","68.0","0.0"
"006650","대한유화","18843301","18843301","0","2798.0","2798.0","0.0"
"001440","대한전선","2479333284","2479333284","0","2646.0","2646.0","0.0"
"084010","대한제강","31328213","31328213","0","238.0","238.0","0.0"
"001790","대한제당","4248003","4248003","0","82.0","82.0","0.0"
"001799","대한제당3우B","57522","57522","0","1.0","1.0","0.0"
"001795","대한제당우","783869","783869","0","11.0","11.0","0.0"
"001130","대한제분","2212142","2212142","0","339.0","339.0","0.0"
"003490","대한항공","669844907","669844907","0","15036.0","15036.0","0.0"
"003495","대한항공우","45956456","45956456","0","1294.0","1294.0","0.0"
"005880","대한해운","1003283309","1003283309","0","3206.0","3206.0","0.0"
"003830","대한화섬","287547","287547","0","23.0","23.0","0.0"
"016090","대현","58923169","58923169","0","111.0","111.0","0.0"
"069460","대호에이엘","213849749","213849749","0","569.0","569.0","0.0"
"192080","더블유게임즈","47745890","47745890","0","3067.0","3067.0","0.0"
"012510","더존비즈온","45986667","45986667","0","4686.0","4686.0","0.0"
"004830","덕성","665247464","665247464","0","3976.0","3976.0","0.0"
"004835","덕성우","119887788","119887788","0","1518.0","1518.0","0.0"
"024900","덕양산업","406825561","406825561","0","702.0","702.0","0.0"
"145720","덴티움","17764217","17764217","0","731.0","731.0","0.0"
"002150","도화엔지니어링","38433803","38433803","0","314.0","314.0","0.0"
"001230","동국제강","289820584","289820584","0","1864.0","1864.0","0.0"
"023450","동남합성","767866","767866","0","26.0","26.0","0.0"
"004140","동방","1107014346","1107014346","0","2391.0","2391.0","0.0"
"007590","동방아그로","4844868","4844868","0","31.0","31.0","0.0"
"005960","동부건설","22430327","22430327","0","236.0","236.0","0.0"
"005965","동부건설우","3398463","3398463","0","130.0","130.0","0.0"
"083370","동북아12호","110904","110904","0","1.0","1.0","0.0"
"083380","동북아13호","61113","61113","0","0.0","0.0","0.0"
"026960","동서","39746447","39746447","0","940.0","940.0","0.0"
"002210","동성제약","143770940","143770940","0","1881.0","1881.0","0.0"
"102260","동성코퍼레이션","26393678","26393678","0","110.0","110.0","0.0"
"005190","동성화학","4843938","4843938","0","78.0","78.0","0.0"
"000640","동아쏘시오홀딩스","9466316","9466316","0","1140.0","1140.0","0.0"
"170900","동아에스티","8605946","8605946","0","780.0","780.0","0.0"
"028100","동아지질","45141211","45141211","0","708.0","708.0","0.0"
"282690","동아타이어","2935916","2935916","0","29.0","29.0","0.0"
"001520","동양","787275204","787275204","0","1093.0","1093.0","0.0"
"001527","동양2우B","2458902","2458902","0","33.0","33.0","0.0"
"001529","동양3우B","885346","885346","0","28.0","28.0","0.0"
"084670","동양고속","2309322","2309322","0","63.0","63.0","0.0"
"002900","동양물산","1385421839","1385421839","0","1780.0","1780.0","0.0"
"082640","동양생명","46451828","46451828","0","143.0","143.0","0.0"
"001525","동양우","7156753","7156753","0","52.0","52.0","0.0"
"008970","동양철관","404007641","404007641","0","428.0","428.0","0.0"
"092780","동양피스톤","79685836","79685836","0","463.0","463.0","0.0"
"049770","동원F&B","1983433","1983433","0","367.0","367.0","0.0"
"018500","동원금속","115955844","115955844","0","89.0","89.0","0.0"
"006040","동원산업","1248101","1248101","0","261.0","261.0","0.0"
"030720","동원수산","47993225","47993225","0","452.0","452.0","0.0"
"014820","동원시스템즈","12631307","12631307","0","337.0","337.0","0.0"
"014825","동원시스템즈우","508489","508489","0","16.0","16.0","0.0"
"163560","동일고무벨트","102796477","102796477","0","1030.0","1030.0","0.0"
"004890","동일산업","924728","924728","0","56.0","56.0","0.0"
"002690","동일제강","25795715","25795715","0","53.0","53.0","0.0"
"000020","동화약품","378603361","378603361","0","7244.0","7244.0","0.0"
"000150","두산","36528051","36528051","0","1681.0","1681.0","0.0"
"000157","두산2우B","3229439","3229439","0","262.0","262.0","0.0"
"011160","두산건설","12730752","12730752","0","18.0","18.0","0.0"
"241560","두산밥캣","146730720","146730720","0","3975.0","3975.0","0.0"
"000155","두산우","14203622","14203622","0","575.0","575.0","0.0"
"042670","두산인프라코어","2128066471","2128066471","0","15692.0","15692.0","0.0"
"034020","두산중공업","1497275216","1497275216","0","16065.0","16065.0","0.0"
"336260","두산퓨얼셀","645377423","645377423","0","17091.0","17091.0","0.0"
"33626K","두산퓨얼셀1우","131261812","131261812","0","1533.0","1533.0","0.0"
"33626L","두산퓨얼셀2우B","44402391","44402391","0","862.0","862.0","0.0"
"016740","두올","199486489","199486489","0","679.0","679.0","0.0"
"192650","드림텍","790455728","790455728","0","9778.0","9778.0","0.0"
"024090","디씨엠","3266868","3266868","0","36.0","36.0","0.0"
"003160","디아이","71535885","71535885","0","279.0","279.0","0.0"
"092200","디아이씨","217093541","217093541","0","541.0","541.0","0.0"
"013570","디와이","33009816","33009816","0","141.0","141.0","0.0"
"210540","디와이파워","39177056","39177056","0","406.0","406.0","0.0"
"007340","디티알오토모티브","4165123","4165123","0","102.0","102.0","0.0"
"026890","디피씨","1963120843","1963120843","0","21525.0","21525.0","0.0"
"115390","락앤락","44858632","44858632","0","511.0","511.0","0.0"
"032350","롯데관광개발","90894177","90894177","0","1266.0","1266.0","0.0"
"330590","롯데리츠","121634938","121634938","0","655.0","655.0","0.0"
"000400","롯데손해보험","202702902","202702902","0","357.0","357.0","0.0"
"023530","롯데쇼핑","37818120","37818120","0","3456.0","3456.0","0.0"
"004000","롯데정밀화학","36313136","36313136","0","1641.0","1641.0","0.0"
"286940","롯데정보통신","13975669","13975669","0","492.0","492.0","0.0"
"280360","롯데제과","1891523","1891523","0","208.0","208.0","0.0"
"004990","롯데지주","113871883","113871883","0","4124.0","4124.0","0.0"
"00499K","롯데지주우","12807281","12807281","0","968.0","968.0","0.0"
"005300","롯데칠성","8478976","8478976","0","863.0","863.0","0.0"
"005305","롯데칠성우","2185969","2185969","0","138.0","138.0","0.0"
"011170","롯데케미칼","58268057","58268057","0","12241.0","12241.0","0.0"
"002270","롯데푸드","961168","961168","0","327.0","327.0","0.0"
"071840","롯데하이마트","30990990","30990990","0","857.0","857.0","0.0"
"027740","마니커","1715901450","1715901450","0","1482.0","1482.0","0.0"
"204320","만도","193808616","193808616","0","6664.0","6664.0","0.0"
"001080","만호제강","4679649","4679649","0","83.0","83.0","0.0"
"088980","맥쿼리인프라","225391302","225391302","0","2500.0","2500.0","0.0"
"094800","맵스리얼티1","24034713","24034713","0","99.0","99.0","0.0"
"138040","메리츠금융지주","31946595","31946595","0","313.0","313.0","0.0"
"008560","메리츠증권","687412131","687412131","0","2306.0","2306.0","0.0"
"000060","메리츠화재","56639754","56639754","0","800.0","800.0","0.0"
"090370","메타랩스","139068151","139068151","0","164.0","164.0","0.0"
"017180","명문제약","1209607484","1209607484","0","8365.0","8365.0","0.0"
"009900","명신산업","221773682","221773682","0","6817.0","6817.0","0.0"
"012690","모나리자","1094855496","1094855496","0","7293.0","7293.0","0.0"
"005360","모나미","1143655379","1143655379","0","6610.0","6610.0","0.0"
"204210","모두투어리츠","4033766","4033766","0","12.0","12.0","0.0"
"009680","모토닉","82626888","82626888","0","1001.0","1001.0","0.0"
"009580","무림P&P","91641003","91641003","0","323.0","323.0","0.0"
"009200","무림페이퍼","111533072","111533072","0","313.0","313.0","0.0"
"033920","무학","27914810","27914810","0","166.0","166.0","0.0"
"008420","문배철강","322227378","322227378","0","1019.0","1019.0","0.0"
"025560","미래산업","4555079099","4555079099","0","532.0","532.0","0.0"
"007120","미래아이앤지","535632445","535632445","0","203.0","203.0","0.0"
"006800","미래에셋대우","799268445","799268445","0","5878.0","5878.0","0.0"
"00680K","미래에셋대우2우B","140525175","140525175","0","572.0","572.0","0.0"
"006805","미래에셋대우우","17434668","17434668","0","81.0","81.0","0.0"
"357250","미래에셋맵스리츠","8411339","8411339","0","40.0","40.0","0.0"
"085620","미래에셋생명","50359353","50359353","0","185.0","185.0","0.0"
"002840","미원상사","1058911","1058911","0","81.0","81.0","0.0"
"268280","미원에스씨","749151","749151","0","62.0","62.0","0.0"
"107590","미원홀딩스","1073603","1073603","0","54.0","54.0","0.0"
"134380","미원화학","296506","296506","0","15.0","15.0","0.0"
"003650","미창석유","315763","315763","0","19.0","19.0","0.0"
"155900","바다로19호","2921993","2921993","0","8.0","8.0","0.0"
"003610","방림","94993596","94993596","0","191.0","191.0","0.0"
"001340","백광산업","1147916102","1147916102","0","3880.0","3880.0","0.0"
"035150","백산","63817411","63817411","0","372.0","372.0","0.0"
"002410","범양건영","398398992","398398992","0","1901.0","1901.0","0.0"
"096300","베트남개발1","89273617","89273617","0","25.0","25.0","0.0"
"007210","벽산","343128809","343128809","0","691.0","691.0","0.0"
"002760","보락","1130157332","1130157332","0","2765.0","2765.0","0.0"
"003850","보령제약","194095565","194095565","0","3204.0","3204.0","0.0"
"000890","보해양조","1375313279","1375313279","0","1332.0","1332.0","0.0"
"003000","부광약품","1068907783","1068907783","0","32979.0","32979.0","0.0"
"001270","부국증권","1321114","1321114","0","26.0","26.0","0.0"
"001275","부국증권우","420886","420886","0","8.0","8.0","0.0"
"026940","부국철강","179035453","179035453","0","882.0","882.0","0.0"
"015350","부산가스","2063780","2063780","0","94.0","94.0","0.0"
"011390","부산산업","9936093","9936093","0","1334.0","1334.0","0.0"
"005030","부산주공","630485808","630485808","0","397.0","397.0","0.0"
"002070","비비안","1123713269","1123713269","0","1929.0","1929.0","0.0"
"100220","비상교육","65867151","65867151","0","531.0","531.0","0.0"
"030790","비케이탑스","1241590645","1241590645","0","1117.0","1117.0","0.0"
"352820","빅히트","38916014","38916014","0","7718.0","7718.0","0.0"
"005180","빙그레","11271760","11271760","0","675.0","675.0","0.0"
"003960","사조대림","12299094","12299094","0","182.0","182.0","0.0"
"008040","사조동아원","232218183","232218183","0","209.0","209.0","0.0"
"007160","사조산업","7145588","7145588","0","223.0","223.0","0.0"
"014710","사조씨푸드","287499442","287499442","0","1717.0","1717.0","0.0"
"006090","사조오양","67513418","67513418","0","607.0","607.0","0.0"
"001470","삼부토건","1027290884","1027290884","0","2968.0","2968.0","0.0"
"006400","삼성SDI","150124715","150124715","0","54737.0","54737.0","0.0"
"006405","삼성SDI우","10101765","10101765","0","2222.0","2222.0","0.0"
"006660","삼성공조","6871108","6871108","0","48.0","48.0","0.0"
"028260","삼성물산","159892709","159892709","0","18007.0","18007.0","0.0"
